,id,text,author,category
225,70746,"A lot of people are afraid to tell the truth, to say no. That's where toughness comes into play. Toughness is not being a bully. It's having backbone.",Robert Kiyosaki,truth
226,35458,"The only instrument I can play is piano. Whenever I make songs at home, I play the piano and make them on the piano.",Yoko Ono,home
227,2956,Holding on to anger is like grasping a hot coal with the intent of throwing it at someone else you are the one who gets burned.,Buddha,anger
228,48852,I get started at 5:30 in the morning and write till 10 A.M. Then I hike six or seven miles before going back to work.,Don Winslow,morning
229,33385,"I believe that investing in our children's development from the earliest age is the single most important contribution we can make to the health and wellbeing of our citizens, their capacity and the future prosperity of our state.",Jay Weatherill,health
230,15483,"Vision gets the dreams started. Dreaming employs your God-given imagination to reinforce the vision. Both are part of something I believe is absolutely necessary to building the life of a champion, a winner, a person of high character who is consistently at the top of whatever game he or she is in.",Emmitt Smith,dreams
231,10713,It's cool to go places where working people are happy.,Neil Young,cool
232,61935,"Before I was reading science fiction, I read Hemingway. Farewell to Arms was my first adult novel that said not everything ends well. It was one of those times where reading has meant a great deal to me, in terms of my development - an insight came from that book.",Robert Reed,science
233,74961,"You learn to speak by speaking, to study by studying, to run by running, to work by working in just the same way, you learn to love by loving.",Anatole France,work
234,67490,I have friends who have a CD mastering plant in Hollywood and they are very sceptical about European record labels' understanding of digital technology.,Gavin Bryars,technology
235,75350,It will work. I am a marketing genius.,Paris Hilton,work
236,32008,Choose your life's mate carefully. From this one decision will come 90 percent of all your happiness or misery.,"H. Jackson Brown, Jr.",happiness
237,40575,"We are the creative force of our life, and through our own decisions rather than our conditions, if we carefully learn to do certain things, we can accomplish those goals.",Stephen Covey,learning
238,69093,To travel is to discover that everyone is wrong about other countries.,Aldous Huxley,travel
239,56527,"Experience hath shewn, that even under the best forms of government those entrusted with power have, in time, and by slow operations, perverted it into tyranny.",Thomas Jefferson,power
240,25455,Friendship is a sheltering tree.,Samuel Taylor Coleridge,friendship
241,30776,"In my second year in graduate school, I took a computer course and that was like lightening striking.",Ted Nelson,graduation
242,41386,"The fundamentals of baseball haven't changed, but how we can teach those fundamentals has. With an e-book, learning can be more rewarding and fun.",Dusty Baker,learning
243,60170,The only thing I believe is this: A player does not have to like a manager and he does not have to respect a manager. All he has to do is obey the rules.,Sparky Anderson,respect
244,8984,I've still got that little freedom part of me that wants to have a car that looks really sexy.,Patrice O'Neal,car
245,35515,"The show doesn't drive home a lesson, but it can open up people's minds enough for them to see how stupid every kind of prejudice can be.",Redd Foxx,home
246,12002,"In the inhalation and exhalation there is an energy and a lively divine spirit, since He, through his spirit supports the breath of life, giving courage to the people who are in the earth and spirit to those who walk on it.",Michael Servetus,courage
247,22257,"One of the scary things is that, when you're a kid, you look at your dad as the man who has no fear. When you're an adult, you realize your father had fear, and that you have it, too.",David Duchovny,fear
248,63137,"I don't have any well-developed philosophy about journalism. Ultimately it is important in a society like this, so people can know about everything that goes wrong.",Charles Kuralt,society
249,25124,"If governments let themselves be fully bound by the decisions of their parliaments without protecting their own freedom to act, a breakup of Europe would be a more probable outcome than deeper integration.",Mario Monti,freedom
250,4346,"The Metropolitan Museum of Art is unsurpassed at presenting more than 50 centuries of work. I go there constantly, seeing things over and over, better than I've ever seen them before.",Jerry Saltz,art
251,9641,You don't change the course of history by turning the faces of portraits to the wall.,Jawaharlal Nehru,change
